word_count,character_count,average_word_length,sentence_count,average_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,difficult_words,difficult_word_ratio,grade,source
163,906,3.871165644171779,19,8.578947368421053,97.56831008243502,1.8209828788839602,3.976664552948637,5.7502877580894305,11,0.06748466257668712,3.71,tinystories
74,507,5.72972972972973,3,24.666666666666668,16.80000000000004,16.878333333333334,21.26666666666667,18.243605946275583,28,0.3783783783783784,17.28,arxiv
173,909,3.9364161849710984,29,5.9655172413793105,100.04242774566475,0.7874187761610543,3.079848515048834,4.966512066861507,5,0.028901734104046242,2.10375,tinystories
173,885,4.0,13,13.307692307692308,84.6417408906883,4.721286549707603,5.495456590193433,7.32110970712323,9,0.05202312138728324,5.4725,tinystories
134,812,4.962686567164179,6,22.333333333333332,34.17529069767443,13.833759689922484,16.041860465116283,14.554592549557764,38,0.2835820895522388,14.24,arxiv
48,282,4.8125,3,16.0,40.78250000000003,11.54583333333333,11.4,12.457975602129121,10,0.20833333333333334,10.326666666666668,wikipedia-en
258,1569,4.852713178294573,13,19.846153846153847,47.98650268336317,11.49651162790698,13.674895646988672,13.274406872562384,63,0.2441860465116279,11.7,fineweb-edu
58,368,5.241379310344827,3,19.333333333333332,31.70789473684212,13.556842105263158,13.2140350877193,13.5591,14,0.2413793103448276,13.05,wikipedia-en
65,372,4.507692307692308,3,21.666666666666668,39.89097701149427,12.498275862068965,13.940229885057471,13.5591,19,0.2923076923076923,11.95,arxiv
292,1600,4.219178082191781,15,19.466666666666665,74.78093473193476,7.565580419580417,9.444848484848485,8.648137234880735,33,0.11301369863013698,7.916666666666667,fineweb-edu
107,654,4.859813084112149,6,17.833333333333332,53.34629204892968,10.331697247706423,11.67033639143731,11.20814326018867,23,0.21495327102803738,10.925,fineweb-edu
161,1124,5.403726708074534,8,20.125,31.703472222222246,13.867993827160493,17.976543209876542,16.061879428645646,49,0.30434782608695654,15.63,arxiv
259,1713,5.4517374517374515,9,28.77777777777778,7.038807917228979,19.09551956815115,23.285470085470088,19.72995580123306,83,0.3204633204633205,18.005000000000003,arxiv
117,613,3.8632478632478633,16,7.3125,92.73996710526318,2.094013157894736,3.2008771929824564,5.985473137389441,6,0.05128205128205128,2.7766666666666664,tinystories
199,1035,4.045226130653266,13,15.307692307692308,80.9792307692308,5.690769230769231,7.641025641025641,9.057496981413337,10,0.05025125628140704,6.140000000000001,tinystories
129,892,5.6976744186046515,4,32.25,-0.13249999999996476,21.227500000000003,26.2375,21.85959125089889,43,0.3333333333333333,20.625,arxiv
240,1350,4.529166666666667,16,15.0,63.41502626050422,8.109569327731094,11.496218487394959,11.698219412168324,36,0.15,8.365,fineweb-edu
191,1349,5.842931937172775,7,27.285714285714285,9.162780748663096,18.617876241405657,21.594805194805197,18.548980349730343,86,0.450261780104712,18.12,fineweb-edu
167,1163,5.682634730538922,12,13.916666666666666,24.74877450980395,13.326764705882358,17.901960784313726,15.021129683784007,57,0.3413173652694611,13.793333333333331,fineweb-edu
124,735,4.846774193548387,8,15.5,53.046761363636364,9.617840909090912,12.000413223140496,11.698219412168324,31,0.25,10.808333333333334,fineweb-edu
82,489,4.817073170731708,5,16.4,49.3257590361446,10.503277108433736,12.423132530120483,12.340626583579944,26,0.3170731707317073,10.21,wikipedia-en
92,593,5.369565217391305,4,23.0,20.731104651162838,15.708953488372092,19.76279069767442,17.122413403193683,32,0.34782608695652173,15.955000000000002,arxiv
131,654,3.6793893129770994,14,9.357142857142858,90.73048387096775,2.804608294930876,3.542857142857143,4.65589566412798,5,0.03816793893129771,3.305,tinystories
227,1484,5.422907488986784,11,20.636363636363637,34.716801948051994,13.475925324675327,16.35974025974026,14.937675812826573,67,0.29515418502202645,14.515,fineweb-edu
118,602,3.7457627118644066,15,7.866666666666666,104.15420289855074,0.6365217391304334,3.066666666666667,3.1291,5,0.0423728813559322,2.733076923076923,tinystories
250,1854,6.22,8,31.25,-7.207477409638528,21.99694277108434,26.74718875502008,22.396390189593347,91,0.364,20.4,fineweb-edu
178,881,3.764044943820225,19,9.368421052631579,95.28947368421055,2.2042105263157907,3.6,4.9825596385082,7,0.03932584269662921,3.425,tinystories
223,1425,5.201793721973094,10,22.3,36.83954545454546,13.58636363636364,15.70909090909091,14.836745963215662,71,0.3183856502242152,13.745,fineweb-edu
106,551,3.792452830188679,15,7.066666666666666,99.01571428571431,1.187619047619048,3.180952380952381,4.604124745555138,5,0.04716981132075472,2.335,tinystories
128,802,5.0,5,25.6,37.167385826771664,14.385291338582679,18.034015748031496,16.404322709996244,29,0.2265625,12.995,wikipedia-en
214,1460,5.378504672897196,11,19.454545454545453,32.42656472559699,13.637276916631759,16.554503560955176,14.937675812826573,67,0.3130841121495327,14.7,arxiv
22,134,5.090909090909091,1,22.0,30.686818181818182,14.444545454545459,14.254545454545458,14.554592549557764,7,0.3181818181818182,12.72,arxiv
43,245,4.441860465116279,3,14.333333333333334,58.5006201550388,8.66046511627907,10.38449612403101,11.20814326018867,10,0.23255813953488372,8.2,wikipedia-en
